step,velocity_loss,stress_loss
526,0.63229686,
527,0.61774313,
528,1.050149,
529,0.70511144,
530,0.71782106,
531,2.4692972,
532,1.0754874,
533,0.5944998,
534,0.7873209,
535,4.232566,
536,0.66872585,
537,0.8599736,
538,0.6228999,
539,1.0367808,
540,0.9623378,
541,1.1901509,
542,0.73205405,
543,1.093842,
544,0.77152234,
545,0.92703104,
546,5.7971187,
547,0.89685416,
548,0.78614604,
549,0.6241029,
550,0.75990677,
551,0.8458892,
552,0.8119439,
553,0.62968713,
554,0.86797506,
555,6.5560637,
556,0.5785031,
557,1.194077,
558,0.99007964,
559,0.9596656,
560,0.6775249,
561,0.66335356,
562,0.7248025,
563,0.615424,
564,0.7292821,
565,1.155885,
566,0.79216546,
567,0.70108247,
568,0.63227516,
569,0.6690267,
570,0.5581675,
571,0.56302756,
572,0.52085817,
573,0.7462215,
574,0.69655967,
575,0.77508914,
576,0.7572799,
577,0.9005898,
578,0.7051479,
579,0.66328424,
580,0.7845725,
581,0.7965686,
582,0.6311191,
583,0.77036947,
584,0.5839767,
585,0.8763741,
586,0.9172754,
587,0.9375373,
588,6.277946,
589,0.6970884,
590,0.87846166,
591,0.67366314,
592,0.7890446,
593,0.6203086,
594,0.54720354,
595,0.655595,
596,0.66849303,
597,0.76401,
598,0.5590407,
599,0.5783619,
600,0.66954887,
601,0.81663454,
602,0.6940873,
603,0.5823059,
604,0.7943626,
605,0.9518361,
606,0.9489991,
607,0.57046527,
608,32.158295,
609,1.1126689,
610,1.2445381,
611,0.8581961,
612,10.303848,
613,0.6458111,
614,0.822072,
615,0.791512,
616,0.6941657,
617,0.6586035,
618,0.61299235,
619,0.5680483,
620,1.2366693,
621,1.1895877,
622,0.70240754,
623,0.71184856,
624,0.69467235,
625,0.6823006,
626,0.9739249,
627,1.2104472,
628,0.9515128,
629,0.6277438,
630,0.71797544,
631,0.80205417,
632,0.6441413,
633,0.6382435,
634,0.58423644,
635,0.6290199,
636,0.78324777,
637,0.88530695,
638,15.959956,
639,1.1460068,
640,1.2645848,
641,1.4422045,
642,0.8728152,
643,0.8611751,
644,0.87576437,
645,1.367818,
646,0.75732464,
647,0.8537228,
648,0.7484943,
649,0.7431081,
650,0.6591942,
651,0.61471856,
652,0.8321525,
653,0.8292655,
654,0.62220174,
655,0.6050415,
656,0.79314804,
657,0.6118342,
658,4.591626,
659,0.929706,
660,0.92398727,
661,0.617581,
662,0.66730034,
663,1.0090647,
664,0.5739544,
665,0.55010885,
666,0.43051103,
667,0.5096592,
668,0.46845576,
669,0.5002776,
670,0.82390076,
671,0.650823,
672,0.69784874,
673,0.5320844,
674,0.5967926,
675,6.393649,
676,0.8935848,
677,0.88673586,
678,0.6961328,
679,12.933547,
680,0.6744932,
681,0.8003977,
682,0.7805908,
683,1.1694607,
684,0.56655264,
685,0.52212155,
686,0.5892242,
687,0.49954504,
688,1.1863288,
689,1.0921209,
690,0.8055939,
691,1.0855315,
692,0.808135,
693,5.801508,
694,0.8216947,
695,1.4198067,
696,0.85917014,
697,0.75232536,
698,0.6802694,
699,0.57626134,
700,0.64400256,
701,0.5616555,
702,0.87507665,
703,0.60059637,
704,0.9713339,
705,0.6728479,
706,0.5236733,
707,0.54561305,
708,0.58693796,
709,0.6567251,
710,0.559623,
711,0.8475693,
712,0.76884556,
713,0.60827756,
714,0.5940475,
715,0.7212752,
716,0.68623984,
717,1.0417799,
718,15.093644,
719,4.0312376,
720,0.62545246,
721,0.46721116,
722,0.9229303,
723,0.53329355,
724,0.5241189,
725,5.3676233,
726,1.3068615,
727,1.0948039,
728,0.9802192,
729,0.93949825,
730,0.8687158,
731,2.9930515,
732,1.3705839,
733,0.76714164,
734,0.8388174,
735,0.7287434,
736,1.0921425,
737,0.9636346,
738,0.8417272,
739,0.5133968,
740,0.80947244,
741,0.71318734,
742,0.8159,
743,0.6452805,
744,0.56252843,
745,1.0014769,
746,0.8342816,
747,0.5075222,
748,1.1288836,
749,0.7226987,
750,0.60689896,
751,0.8473738,
752,0.60331833,
753,0.8315962,
754,0.73720694,
755,0.6357465,
756,0.94286186,
757,0.5290194,
758,1.1301805,
759,0.90240073,
760,3.2545757,
761,0.73685783,
762,0.8289604,
763,0.67560095,
764,0.80423903,
765,2.104149,
766,0.69034666,
767,0.77679837,
768,0.5674989,
769,0.65491444,
770,0.57055557,
771,0.5709211,
772,0.47156322,
773,0.51343405,
774,1.0061024,
775,0.54684687,
776,0.5752247,
777,0.45416322,
778,0.527746,
779,29.583359,
780,0.70509976,
781,0.58040184,
782,0.57815635,
783,0.62202877,
784,0.6503833,
785,3.755836,
786,1.003655,
787,0.76283264,
788,0.8098183,
789,0.57956046,
790,0.6330326,
791,0.79786754,
792,0.62376076,
793,0.54150385,
794,0.8120061,
795,0.5944242,
796,0.3955881,
797,0.65214974,
798,5.9697146,
799,0.6139612,
800,0.47929218,
801,0.92849696,
802,0.49551514,
803,0.42205048,
804,0.6074893,
805,0.401512,
806,0.4276057,
807,0.71154654,
808,0.5515874,
809,0.59549403,
810,1.1089729,
811,2.4927058,
812,0.8579465,
813,0.7273746,
814,0.5036772,
815,0.50209194,
816,0.6678956,
817,0.50843847,
818,1.1822654,
819,5.553239,
820,1.2809145,
821,2.5765545,
822,0.53856415,
823,0.5542315,
824,0.9212443,
825,0.852858,
826,0.7070708,
827,5.119421,
828,1.1571765,
829,0.8624158,
830,0.7265145,
831,0.93846995,
832,0.73812103,
833,4.133546,
834,0.7741502,
835,0.6682544,
836,0.8354395,
837,1.0549253,
838,0.8496167,
839,0.4973474,
840,0.49133694,
841,0.47644126,
842,0.5553843,
843,0.5267862,
844,0.6849178,
845,0.49403572,
846,0.6221705,
847,0.58591384,
848,0.7534912,
849,0.6123586,
850,0.60871303,
851,1.096305,
852,0.6341042,
853,0.6021284,
854,15.519248,
855,0.6537345,
856,1.180028,
857,0.8516888,
858,0.69138926,
859,0.825352,
860,0.6042695,
861,0.5555342,
862,0.5047952,
863,0.63656205,
864,0.9720001,
865,0.5244274,
866,0.7992611,
867,0.91127735,
868,4.859266,
869,0.52351767,
870,0.45533648,
871,0.4999371,
872,0.5039002,
873,0.8565733,
874,0.5565913,
875,0.5304223,
876,0.8584907,
877,0.5367396,
878,0.5521794,
879,0.7021627,
880,0.6517982,
881,0.67684305,
882,0.553377,
883,0.6084173,
884,5.7350965,
885,0.64740247,
886,0.93379855,
887,0.48818952,
888,0.65612423,
889,0.5768283,
890,0.9265591,
891,0.53470474,
892,0.4835979,
893,0.5216116,
894,0.39166677,
895,0.6479007,
896,0.8437122,
897,0.7524981,
898,0.85466427,
899,12.03078,
900,0.5678266,
901,0.56758636,
902,0.6703954,
903,0.45355248,
904,0.6820295,
905,0.48292577,
906,0.6987666,
907,0.5044298,
908,0.72706306,
909,0.45867032,
910,0.6622058,
911,0.884603,
912,0.51393026,
913,0.61779857,
914,0.49801582,
915,0.5589878,
916,0.43003482,
917,6.3016853,
918,0.540496,
919,2.7103457,
920,0.52566814,
921,0.8113796,
922,0.6840851,
923,0.64291596,
924,0.45873886,
925,0.71638733,
926,0.81612796,
927,0.6688954,
928,0.55635613,
929,0.47558784,
930,6.0891256,
931,0.81000406,
932,0.54105777,
933,0.5074308,
934,0.6964883,
935,1.1857898,
936,0.6994538,
937,0.681872,
938,0.78565633,
939,6.1270847,
940,0.86462575,
941,0.61472315,
942,0.87342525,
943,0.5345211,
944,0.55245996,
945,4.986359,
946,0.9100018,
947,0.61039704,
948,0.80082875,
949,0.6132549,
950,0.6084171,
951,0.4439733,
952,0.6151182,
953,0.658487,
954,0.4035669,
955,0.5282682,
956,0.7863168,
957,0.540674,
958,0.6259529,
959,0.5796183,
960,0.5728317,
961,0.60234016,
962,4.932626,
963,0.65499353,
964,0.6505127,
965,0.90644115,
966,0.5372847,
967,0.48708797,
968,0.44878718,
969,0.59926134,
970,0.47322255,
971,0.42072663,
972,0.6441145,
973,8.327355,
974,0.51892287,
975,0.4695259,
976,5.012519,
977,0.41751546,
978,0.41197982,
979,0.38250732,
980,0.69082385,
981,0.46071807,
982,0.5523113,
983,0.76842695,
984,0.39279607,
985,0.62362045,
986,0.7001005,
987,0.5596483,
988,0.52486354,
989,0.6039344,
990,0.48909074,
991,0.61835635,
992,0.4340738,
993,0.4721291,
994,0.6412828,
995,0.5591283,
996,0.7592782,
997,0.6924878,
998,0.59720397,
999,0.5843149,
1000,0.56578326,
1001,0.6426277,
1002,0.60491323,
1003,0.5640135,
1004,2.1981652,
1005,0.9343846,
1006,4.380808,
1007,0.5273884,
1008,0.40917277,
1009,0.4651378,
1010,0.60808265,
1011,1.196349,
1012,0.488039,
1013,0.79475605,
1014,0.5429114,
1015,0.83549696,
1016,0.38267615,
1017,0.48016673,
1018,0.4988327,
1019,0.56097955,
1020,1.6833106,
1021,0.8056781,
1022,0.5527235,
1023,0.612233,
1024,0.52590317,
1025,0.83291155,
1026,0.5179304,
1027,0.6715259,
1028,0.7456503,
1029,0.57658005,
1030,0.58969104,
1031,0.40708348,
1032,0.73653954,
1033,0.44413146,
1034,0.43069163,
1035,0.44192418,
1036,0.5016265,
1037,0.4838938,
1038,0.37465513,
1039,0.86188823,
1040,0.6340216,
1041,0.90797174,
1042,1.35702,
1043,6.947745,
1044,0.7342963,
1045,0.5743016,
1046,0.42808887,
1047,0.41670892,
1048,0.54936075,
1049,0.43807957,
1050,0.8401783,
1051,0.72573465,
1052,0.5510198,
1053,2.7162166,
1054,0.7193334,
1055,0.4860152,
1056,0.6427023,
1057,0.5638128,
1058,0.55246603,
1059,0.46988907,
1060,0.7207989,
1061,0.67753863,
1062,5.350273,
1063,0.82699203,
1064,0.6187593,
1065,0.48513514,
1066,0.66072696,
1067,0.60841495,
1068,0.45406485,
1069,0.560439,
1070,0.42251053,
1071,0.79706424,
1072,0.47481033,
1073,14.069565,
1074,0.47747225,
1075,0.6919629,
1076,0.4683538,
1077,0.49515396,
1078,0.5568251,
1079,0.5205327,
1080,0.56217474,
1081,0.60295546,
1082,0.5746278,
1083,0.44948176,
1084,0.7326875,
1085,0.47395793,
1086,0.4524957,
1087,0.4573623,
1088,0.51623636,
1089,0.46680418,
1090,0.8283185,
1091,0.5793767,
1092,0.93655175,
1093,0.54000074,
1094,0.5498305,
1095,0.47880182,
1096,0.5192224,
1097,0.4963575,
1098,0.46732602,
1099,0.4968794,
1100,0.5058302,
1101,0.42819485,
1102,0.86375576,
1103,0.59684026,
1104,0.5996163,
1105,0.60351425,
1106,0.5882817,
1107,0.4349281,
1108,0.40871236,
1109,0.4488759,
1110,0.537094,
1111,0.6094465,
1112,0.48172864,
1113,1.0749635,
1114,0.54393274,
1115,0.6256814,
1116,0.58890873,
1117,0.45924845,
1118,0.52619076,
1119,0.3961737,
1120,0.38205755,
1121,0.6276789,
1122,0.451314,
1123,0.4596714,
1124,0.37891826,
1125,0.6224948,
1126,0.4994557,
1127,0.5988566,
1128,0.47797197,
1129,0.8679302,
1130,11.608573,
1131,0.46167153,
1132,5.203197,
1133,0.6101377,
1134,0.60842425,
1135,0.35981742,
1136,0.48761824,
1137,31.1307,
1138,4.0521626,
1139,0.83544916,
1140,0.883732,
1141,0.5623899,
1142,1.2331593,
1143,0.94206834,
1144,1.5815771,
1145,1.1353692,
1146,0.6226619,
1147,0.59790695,
1148,0.85588676,
1149,2.0147507,
1150,0.63072175,
1151,0.88319653,
1152,0.6729258,
1153,0.47835296,
1154,0.74019384,
1155,0.9717332,
1156,1.0659053,
1157,0.48040742,
1158,0.6449228,
1159,1.1697654,
1160,0.5686781,
1161,0.5550841,
1162,0.67749393,
1163,0.7242768,
1164,0.7997925,
1165,1.0815508,
1166,0.46237823,
1167,0.95598066,
1168,0.5879324,
1169,0.81097513,
1170,1.0447688,
1171,1.0887591,
1172,1.1290917,
1173,0.60640204,
1174,0.47442362,
1175,1.0393429,
1176,1.0830725,
1177,0.7836286,
1178,0.7487751,
1179,0.7649298,
1180,0.5417564,
1181,0.64190084,
1182,0.74307996,
1183,0.50151426,
1184,0.52954584,
1185,0.469343,
1186,2.735216,
1187,0.46341825,
1188,1.6456616,
1189,0.42406684,
1190,0.69329864,
1191,0.47305435,
1192,0.6556274,
1193,0.48830643,
1194,0.5268557,
1195,15.464768,
1196,0.5443793,
1197,0.6887198,
1198,0.4303127,
1199,0.6406716,
1200,0.58542806,
1201,0.7067785,
1202,4.497716,
1203,0.93646413,
1204,0.73593235,
1205,0.63929105,
1206,0.4338684,
1207,0.42837724,
1208,0.5630884,
1209,0.6513643,
1210,10.966424,
1211,0.8085991,
1212,0.86727476,
1213,0.47005454,
1214,0.3809982,
1215,0.5172377,
1216,0.45813033,
1217,0.49789235,
1218,0.46318385,
1219,0.6400697,
1220,0.4972998,
1221,0.43573338,
1222,0.41192454,
1223,0.80845445,
1224,0.37865123,
1225,0.7989858,
1226,0.8104855,
1227,0.46204957,
1228,0.43344587,
1229,0.686483,
1230,8.91626,
1231,0.866941,
1232,0.9675376,
1233,0.863849,
1234,3.2807338,
1235,0.8932274,
1236,0.666877,
1237,0.9819604,
1238,0.67090136,
1239,0.6316867,
1240,0.81187737,
1241,0.44931486,
1242,0.3795182,
1243,0.563496,
1244,0.48936436,
1245,0.661442,
1246,0.5120909,
1247,3.2262166,
1248,1.0476878,
1249,0.5880695,
1250,0.5598297,
1251,0.5772694,
1252,0.50077224,
1253,0.41840857,
1254,0.5026403,
1255,0.84281695,
1256,0.46944067,
1257,0.6336237,
1258,0.52204335,
1259,0.46489754,
1260,0.39158058,
1261,0.44082296,
1262,0.74490553,
1263,0.8755541,
1264,0.51686794,
1265,0.5003463,
1266,0.47773734,
1267,0.7569216,
1268,0.45786145,
1269,0.502324,
1270,0.78178287,
1271,0.6985679,
1272,0.36993352,
1273,0.66323954,
1274,0.3807398,
1275,0.39764893,
1276,0.5006082,
1277,0.40531543,
1278,0.505143,
1279,0.5457894,
1280,0.47319648,
1281,0.70073026,
1282,0.47759697,
1283,0.8161377,
1284,0.4829585,
1285,0.386376,
1286,0.372253,
1287,0.7785533,
1288,0.4481251,
1289,0.63397634,
1290,0.61559254,
1291,5.2869368,
1292,0.54859996,
1293,0.70331573,
1294,0.5220952,
1295,0.48782116,
1296,0.5972033,
1297,0.4965858,
1298,0.8424975,
1299,0.5754382,
1300,0.5037571,
1301,0.42107067,
1302,0.83611673,
1303,1.0942731,
1304,0.81083775,
1305,0.54661787,
1306,0.77383727,
1307,0.9297321,
1308,0.6694216,
1309,0.4931895,
1310,1.5476089,
1311,0.7964154,
1312,0.89475816,
1313,0.75270164,
1314,0.5652229,
1315,0.58990675,
1316,0.63823146,
1317,0.5488378,
1318,0.6307095,
1319,0.4381521,
1320,2.1413836,
1321,0.7525164,
1322,1.3406543,
1323,0.77174383,
1324,0.49584728,
1325,0.6788275,
1326,0.5512653,
1327,0.44334805,
1328,0.36707282,
1329,0.5922391,
1330,0.5244843,
1331,0.9106727,
1332,0.6157968,
1333,0.6853988,
1334,0.40462276,
1335,0.36698905,
1336,0.4171057,
1337,0.38550043,
1338,0.43543008,
1339,0.47871086,
1340,0.6432742,
1341,0.6957261,
1342,2.0439537,
1343,0.3853336,
1344,0.47116023,
1345,0.4100618,
1346,0.5360784,
1347,0.46902338,
1348,0.4575799,
1349,0.6392744,
1350,35.87679,
1351,0.7481521,
1352,0.5313709,
1353,0.5838067,
1354,0.4951211,
1355,0.6412142,
1356,0.88117296,
1357,0.521158,
1358,0.62391275,
1359,0.5878298,
1360,0.47668508,
1361,0.6899912,
1362,0.6367186,
1363,0.5174409,
1364,0.39146686,
1365,0.45638797,
1366,0.58786523,
1367,0.78268933,
1368,0.41320822,
1369,0.5158112,
1370,0.40192965,
1371,0.518413,
1372,0.7451564,
1373,4.088661,
1374,0.43775836,
1375,0.7325951,
1376,5.1895275,
1377,0.5915898,
1378,0.60107726,
1379,0.92516756,
1380,0.60954,
1381,0.60110724,
1382,0.6179826,
1383,0.42903018,
1384,0.6246028,
1385,0.58113945,
1386,0.5525231,
1387,0.37278977,
1388,0.48906946,
1389,0.41803634,
1390,0.53226763,
1391,0.4315302,
1392,0.4437386,
1393,0.5045703,
1394,1.0495402,
1395,0.43211272,
1396,6.0773706,
1397,0.72615653,
1398,0.6425993,
1399,0.49692807,
1400,0.6293604,
1401,0.47741124,
1402,0.52395254,
1403,3.1683655,
1404,0.53098994,
1405,0.7208511,
1406,0.45036763,
1407,1.0596174,
1408,0.6226772,
1409,0.53543377,
1410,0.3620974,
1411,0.36268434,
1412,0.608601,
1413,2.462262,
1414,0.37224174,
1415,0.52128816,
1416,0.42948776,
1417,0.3896845,
1418,0.8052541,
1419,0.56429994,
1420,0.5278153,
1421,0.6702167,
1422,0.47512946,
1423,0.6314312,
1424,0.5463659,
1425,0.510649,
1426,0.63686424,
1427,0.712387,
1428,0.69804883,
1429,0.5282629,
1430,0.6302689,
1431,1.0898468,
1432,0.5032534,
1433,0.373951,
1434,0.70431113,
1435,0.82709074,
1436,0.5632058,
1437,0.3779528,
1438,0.5270644,
1439,0.61301,
1440,0.46214324,
1441,0.442092,
1442,0.6660998,
1443,0.57129526,
1444,0.5725344,
1445,0.42870817,
1446,0.78592896,
1447,0.4990578,
1448,0.9975866,
1449,13.608128,
1450,0.6597549,
1451,2.332407,
1452,0.41430497,
1453,0.5282524,
1454,10.602657,
1455,0.99804866,
1456,0.72587115,
1457,0.82305187,
1458,0.48382694,
1459,1.1516293,
1460,0.5061397,
1461,0.47419825,
1462,0.59099793,
1463,0.48471954,
1464,0.4823257,
1465,0.5463419,
1466,0.32270253,
1467,0.57229054,
1468,1.0091151,
1469,0.42108446,
1470,0.512579,
1471,0.5421283,
1472,0.6143979,
1473,0.4710431,
1474,0.4949255,
1475,0.6607399,
1476,0.6230191,
1477,0.49884474,
1478,0.55725104,
1479,0.58869183,
1480,0.62326694,
1481,0.4927048,
1482,0.35082296,
1483,0.43829277,
1484,0.52832055,
1485,0.5818512,
1486,0.32834736,
1487,0.40465596,
1488,3.4018939,
1489,0.41354924,
1490,0.5347532,
1491,0.47714052,
1492,0.47408146,
1493,0.3889682,
1494,0.44669718,
1495,0.8273225,
1496,0.4706367,
1497,0.4994493,
1498,0.3673692,
1499,0.83117485,
1500,0.3828676,
1501,0.39699,
1502,0.4691327,
1503,0.5085738,
1504,0.92636526,
1505,0.33734584,
1506,0.3769108,
1507,1.0231562,
1508,0.42197597,
1509,0.35235587,
1510,0.35649663,
1511,0.54983556,
1512,4.0064855,
1513,0.53048927,
1514,5.037051,
1515,0.9523855,
1516,33.03316,
1517,1.0671549,
1518,0.34477067,
1519,0.33205715,
1520,0.44729286,
1521,0.50169474,
1522,0.49703866,
